text,aspect,label
"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",battery,1
"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",storage,1
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,0
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,2
"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",performance,1
I have no idea how this could have even gotten past quality control during production.,camera,0
"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",design,0
"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",design,0
The software is amazing.,software,2
"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.",display,0
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",storage,2
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",software,2
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",software,2
"The battery life is amazing, the versitility is outstanding.",battery,2
Vista is a nightmare.,software,0
The program came with the computer and works beautifully.,software,2
"the hinge design forced you to place various connections all around the computer, left right and front.",design,0
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",display,2
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",display,2
The So called laptop Runs to Slow and I hate it!,battery,0
Charger seems large for this class of computer.,charging,0
"The screen graphics and clarity, and sharpness are great.",display,2
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",performance,1
The unibody design is edgy and durable.,design,2
STOPPED BOOTING UP less than a week after my one-year warranty was up.,performance,0
"But, for the cost this is a winner.",price,2
Later it held zero charge and its replacement worked for less than three months.,charging,0
"  Also, the battery does not last very long at all.",battery,0
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",software,0
I looked around and based off my price/features comparison from a brand I trusted I landed here.,price,1
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,performance,2
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,performance,2
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,software,2
Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,storage,0
I don't understand why only Windows 7 Starter is included.,performance,0
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",software,2
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",price,2
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",design,2
My macbook is so much better looking and so thin!,design,2
The ease of use is wonderful.,software,2
This system came loaded with Windows 7 Starter.,performance,1
"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",battery,0
The battery gets so HOT it is scary.,battery,0
Best thing is I can use existing 32 bit old programs.,software,2
It's so nice to look at and the keys are easy to type with.,price,2
It's so nice to look at and the keys are easy to type with.,design,2
I am forever changed and will no longer buy a Windows based machine for personal use.,software,0
The only thing I would change about it is the mouse keys.,design,0
"It is absolutely horrible to use, despite all its so called advanced features.",software,0
"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",software,1
"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",software,1
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,software,2
"u can do what u want in just few seconds, even to start up your computer takes few seconds.",performance,2
They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,software,2
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,storage,1
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,camera,1
"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",software,1
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",performance,2
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",storage,2
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",storage,2
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",camera,2
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",display,2
The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery,0
The graphics on this computer are also stellar - very clear and vivid.,camera,2
"Aside from the trial software and the short battery life, lack of a webcam, its great.",software,0
"Aside from the trial software and the short battery life, lack of a webcam, its great.",battery,0
"Aside from the trial software and the short battery life, lack of a webcam, its great.",camera,0
"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.",software,2
I think that if it is the motherboard again so soon that they should replace it.,performance,0
"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",software,2
"Graphics are clean and sharp, internet interfaces are seamless.",camera,2
"Graphics are clean and sharp, internet interfaces are seamless.",software,2
"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",design,0
"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",software,0
"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",software,0
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",software,1
It just works flawlessly!,software,2
I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,design,0
  also the battery is completely shot.,battery,0
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,battery,2
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,display,2
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,storage,2
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",price,2
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",design,2
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",software,2
Screen is crystal clear and the system is very responsive.,display,2
Screen is crystal clear and the system is very responsive.,software,2
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,software,1
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,software,1
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",software,0
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",storage,0
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",storage,0
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",design,2
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",design,2
"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",storage,0
"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",software,0
"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",software,1
"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",software,0
I already have a HP laptop I bought last year that's standard size.,design,1
Battery is not upgradable to a longer life battery.,battery,0
Battery is not upgradable to a longer life battery.,battery,0
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",software,2
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",software,2
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",performance,1
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",performance,1
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",display,1
"Love the graphics, awesome programs (including Garageband), and really cool default background.",camera,2
"Love the graphics, awesome programs (including Garageband), and really cool default background.",software,2
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",display,1
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",design,1
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",display,2
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",design,2
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",design,2
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",design,1
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,software,1
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",software,1
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",software,1
"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",battery,2
It also came with a built it web cam which is great because I can see an communicate with my family members back home.,camera,2
Good monitor and performed well.,display,2
Good monitor and performed well.,camera,2
They are by far the easiest systems to actually learn about computers with.,software,2
this apple navigates you thru the unexplored world of the internet.,charging,1
"The video card is great for media, and above average for gaming, but not a gamers first choice.",camera,2
"Apparently there is a manufacturing defect, something with the amount of thermal paste.",battery,0
Windows Vista makes this computer almost unusable for online service.,software,0
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,camera,1
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,design,1
Can listen to my music and watch my videos with ease and with a great display.,display,2
The performance is awesome.,performance,2
The display is beyond horrible.,display,0
There is hardly any memory on the computer's hard drive.,storage,0
There is hardly any memory on the computer's hard drive.,storage,0
I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,software,1
I loved the netbook (minus the fact that it was windows OS) until this started happening.,software,0
"The minute you fire it up it's all good, very easy user interface.",software,2
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",software,2
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",software,2
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,storage,1
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,0
"I love the easy to see screen, and It works well for work, persoal or just play.",display,2
"I love the easy to see screen, and It works well for work, persoal or just play.",software,2
the mouse pad and buttons are the worst i've ever seen.,design,0
Awesome graphics!,camera,2
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",performance,0
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",battery,0
"I have had another Mac, but it got slow due to an older operating system.",software,0
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",software,0
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",software,2
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",price,2
"Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",performance,0
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,price,2
Just a black screen!,display,0
"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",battery,0
"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",storage,0
"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",price,0
I love the multi-touch trackpad.,design,2
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,price,0
"Not too much ""junk"" software to remove.",software,2
System is loosing about 20% of performance because of that.,performance,0
System is loosing about 20% of performance because of that.,software,0
"It is easy to use, good quality and good price.",camera,2
"It is easy to use, good quality and good price.",price,2
"It is easy to use, good quality and good price.",software,2
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",design,1
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",design,1
"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",storage,1
"  The hard drive crashed as well, and I had to buy a new  power cord.",storage,0
"  The hard drive crashed as well, and I had to buy a new  power cord.",charging,0
Another issue I have with it is the battery.,battery,0
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",charging,1
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",battery,1
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",design,1
"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",software,2
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,software,1
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",design,2
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",design,2
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,design,0
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,design,0
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",software,0
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",software,0
Love that it doesn't take up space like a regular computer.,storage,2
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",battery,1
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",performance,1
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",charging,0
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",design,0
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",storage,1
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",storage,1
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",storage,1
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",charging,2
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,0
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,0
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,0
"the mouse on the pad, the left button always sticks.",design,1
  i have tried to charge on different batteries with no luck.,battery,0
"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",battery,2
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",design,1
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,design,2
True quality at a great price!,camera,2
True quality at a great price!,price,2
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,software,2
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,design,2
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,performance,0
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,performance,2
"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",price,2
I am ADDICTED to photo booth!,camera,2
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",software,2
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",software,2
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",design,2
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,storage,1
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,storage,2
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,storage,1
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",software,2
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",software,0
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,display,2
"  I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",storage,2
  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charging,0
"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",charging,0
"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.",price,0
"Of course, for a student, weight is always an issue.",design,1
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",performance,0
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",storage,1
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",storage,1
They also use two totally different operating systems.,software,1
They are about the same size keys.,price,1
"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",charging,0
Again- windows based machines were not giving me anything to work with!,software,0
"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",software,1
i love the size of the computer since i play games on it.,design,2
There are no viruses or spyware to worry about like on a Windows computer.,software,0
"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",design,2
"I love its solid build, light wt and excellent battery life (for now).",design,2
"I love its solid build, light wt and excellent battery life (for now).",battery,2
"while about 8 years ago, I hope that the quality has changed.",camera,0
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",software,2
-I propose that I can just swap the hard drives.,storage,1
"The battery holds up well, it's built very solidly, and runs fast.",battery,2
"The battery holds up well, it's built very solidly, and runs fast.",design,2
"The battery holds up well, it's built very solidly, and runs fast.",battery,2
This is a nicely sized laptop with lots of processing power and long battery life.,performance,2
This is a nicely sized laptop with lots of processing power and long battery life.,battery,2
This is a nicely sized laptop with lots of processing power and long battery life.,design,2
  The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,software,0
"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.",design,1
The display is awesome.,display,2
The keyboard is like no other laptop keyboard.,design,1
The keyboard is like no other laptop keyboard.,design,1
-Computer crashed frequently and battery life decreased very quickly.,battery,0
-I propose that they can just swap the hard drives.,storage,1
Every driver on the drivers/applications DVD is everything you will need for a reload.,software,2
It's also fairly easy to use the Operating System.,software,2
We figure that after everything HIS pc actually ended up costing $350 more than my original Mac.,price,0
So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,charging,0
Peformance is good for the price.,price,2
The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,price,0
I had 3 months when the ports started going out.,design,0
"The improvements to the OS have been relatively gradual, but substantive.",software,2
It is super easy to use.,software,2
Many of my classmates computers hard drives crashed.,storage,0
Ease of use is just one of the benefits I love about my Mac.,software,2
"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",software,1
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,2
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,2
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,2
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,performance,2
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,design,0
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,design,0
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,battery,1
"Some features arent friendly ( volume wheel, sound quality, etc.",camera,0
"A cheaper price should not equal a ""cheap"" product.",price,2
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",storage,1
Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,software,1
"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery,0
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",battery,0
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",design,0
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",software,0
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",software,0
  Later it held zero charge and its replacement worked for less than three months.,charging,0
  The company sent me a whole new cord overnight and apologized.,charging,2
"  Also, I have had alot of trouble with the shift key to go to other lines.",design,0
It gives me the power and speed that I need to run all the programs I use to edit.,performance,2
It gives me the power and speed that I need to run all the programs I use to edit.,performance,2
It gives me the power and speed that I need to run all the programs I use to edit.,software,1
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,software,1
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",design,2
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",battery,2
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",software,2
  Again I sent it back and they replaced the motherboard and some fan inside.,performance,1
  Again I sent it back and they replaced the motherboard and some fan inside.,battery,1
"Fully charged, the MacBook Pro can last about five hours unplugged.",charging,2
"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.",price,1
"For me, keys were starting to get stuck and wouldn't type very well.",price,0
can't reinstall with standard os cd because of proprietary hardware drivers.,software,0
can't reinstall with standard os cd because of proprietary hardware drivers.,software,0
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",battery,1
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",charging,0
The first programm I switched on was a game for my children.,software,1
I have been very pleased with the performance of this laptop.,performance,2
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",battery,2
It is sleek and lightweight and charges quickly when needed.,charging,2
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",design,2
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",design,2
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",charging,1
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",camera,1
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",storage,1
Also the display is exceptional!,display,2
Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,design,2
little short on RAM but you get what you pay for.,storage,0
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",software,0
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",software,1
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",price,2
"THEN, one month after the warranty expired, the replacement charger went.",charging,0
"I love a ""pc"" but I was ready for a change and tired of the windows system.",software,0
"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.",design,0
"Other installed features, such as certain printer software, are also most attractive.",software,2
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",performance,1
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",storage,1
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",performance,1
"Even doing so, the hinge may just be slightly tightened only.",design,1
"company provides UPS shipping, fast, great!",price,2
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",charging,1
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",charging,1
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",charging,1
"It is easy to use, has great screen quality, and every so light weight.",camera,2
"It is easy to use, has great screen quality, and every so light weight.",software,2
"Great product, very easy to use and great graphics.",camera,2
"Great product, very easy to use and great graphics.",software,2
The iLife software that comes with the computer is so simple to use and produces a great finished product.,software,2
The iLife software that comes with the computer is so simple to use and produces a great finished product.,software,2
The built-in webcam is great for Skype and similar video-chat services.,camera,2
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",software,2
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",charging,1
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",display,2
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",price,2
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",design,2
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",performance,2
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",battery,2
"The apple systems are over priced luxurys that arn't worth what they are being charged for, this model's specifications are far from being impressive and they only thing you get out of this is the apple name.",storage,0
pros:  the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.,battery,2
Disappointing for such a lovely screen and at a reasonable price,display,2
Disappointing for such a lovely screen and at a reasonable price,price,2
The only bad thing about it is they give you the worst batteries possible.,battery,0
Good price.,price,2
 THE MOTHERBOARD IS DEAD !,performance,0
the speed is fine.,performance,2
Hmmm - that high failure rate sure isn't reflected in the retail price.,price,0
"  Also, I have had alot of trouble with the keys sticking and will not type correctly.",price,0
Excellent LED monitor and well equipped.,display,2
