text,comment_category,final_subjectivity_label,aspect_input,pipeline,roberta_sentiment,roberta_confidence,deberta_base_sentiment,deberta_base_confidence,deberta_base_finetuned_sentiment,deberta_base_finetuned_confidence,deberta_large_sentiment,deberta_large_confidence,deberta_models_agree,final_base_sentiment,final_base_confidence,final_finetuned_sentiment,final_finetuned_confidence,final_large_sentiment,final_large_confidence
"This is a really good test. The iPhone 17 Pro Max especially for those of us in North America with a 5,088mAh will definitely get a slightly better battery than the Galaxy S26 Ultra. I am hoping for battery optimization for the S26 Ultra along the way to see how it measures up. But like always, hardware is silly good especially with bigger battery on the 17PMx and optimization",battery,Subjective,battery life,absa,N/A,,neutral,0.5361,positive,0.4976,neutral,0.8479,False,neutral,0.5361,positive,0.4976,neutral,0.8479
"Ok I don't feel bad anymore. Am still using my note 10 for my personal phone, work one is s24. The only issue I am having with my note 10 is battery drains quicker. I am thinking of finally upgrading to S26 ultra as a late birthday gift. Thanks for your positive feedback. I was hesitating with all the mixed reviews.",battery,Subjective,battery life,absa,N/A,,positive,0.6747,positive,0.7358,neutral,0.725,False,positive,0.6747,positive,0.7358,neutral,0.725
"Bro dont lie, s26 ultra got more battery life than 17 pro max about an hour. This is such a terrible comparison.",battery,Subjective,battery life,absa,N/A,,negative,0.8731,negative,0.8212,negative,0.7129,True,negative,0.8731,negative,0.8212,negative,0.7129
"I'll order online later, I'll watch this review first. From S20 FE user here to S26 Ultra, HUGE jump. And I'm telling you, my current phone still works SO good, battery and all. 😂",battery,Subjective,battery life,absa,N/A,,neutral,0.8676,neutral,0.7796,neutral,0.9118,True,neutral,0.8676,neutral,0.7796,neutral,0.9118
"I have a s26 ultra this phone is amazing, i dont know what you guys have. Like every other phone is better....no there are maximum just one phone which can be better in therms of camra or battery....",battery,Subjective,battery life,absa,N/A,,positive,0.8512,positive,0.8615,positive,0.7458,True,positive,0.8512,positive,0.8615,positive,0.7458
"Yes, the Privacy Display feature on the Samsung Galaxy S26 Ultra can potentially improve battery life, but it is not because ""half the pixels are off."" Rather, it operates by restricting the light output to only the necessary ""narrow"" pixels, while disabling ""wide"" viewing angle pixels that consume extra power.",battery,Subjective,battery life,absa,N/A,,neutral,0.5388,neutral,0.7418,neutral,0.7282,True,neutral,0.5388,neutral,0.7418,neutral,0.7282
That's not true. I have both phones and I tell that my iPhone with less functionality drains even faster than my samsung s26 ultra. Sometimes I laugh when I see such an unfair battery 🔋 testing. If to be fair set Samsung on default brightness just like iPhone and let's see.,battery,Subjective,battery life,absa,N/A,,negative,0.7806,negative,0.7416,negative,0.9289,True,negative,0.7806,negative,0.7416,negative,0.9289
"Excellent comparison as always. However, it is worth noting a significant variable regarding the Galaxy S26 Ultra. As a brand-new device, it is still in its 'learning usage patterns' phase. During the first week or two, the system is aggressively indexing files, synchronising accounts, and the AI is calibrating performance profiles based on user behaviour. This background activity typically leads to higher thermal output and accelerated battery drain. Since the S25 Ultra in this test is already fully optimised and 'settled', it holds a distinct advantage in efficiency and stability. A re-test in two weeks would likely yield more accurate results once the S26 Ultra’s background processes have stabilised.",battery,Subjective,battery life,absa,N/A,,positive,0.7153,positive,0.5237,positive,0.4048,True,positive,0.7153,positive,0.5237,positive,0.4048
Would be cool if you do iPhone 16 Pro max vs Samsung S26 ultra battery test,battery,Subjective,battery life,absa,N/A,,positive,0.7725,positive,0.7412,neutral,0.7911,False,positive,0.7725,positive,0.7412,neutral,0.7911
I would never upgrade after one year. I upgrade every 3 years. I am going from the s23 ultra to the s26 ultra. The s23 Ultra would have been dead when the s26 ultra was at 39% battery in this test. That would be about a 40% increase in battery life.,battery,Subjective,battery life,absa,N/A,,positive,0.5758,negative,0.3888,neutral,0.709,False,positive,0.5758,negative,0.3888,neutral,0.709
"Not interested in the s26 ultra it is a downgrade from the s24 ultra on every level and this is why I feel that way: The Samsung Galaxy S26 Ultra's camera, particularly the 3x telephoto, is considered a potential downgrade due to a smaller sensor, smaller pixels ( ￼ vs ￼ ), and a shift to a 10MP effective resolution from a potential 12MP. This shift likely prioritizes a thinner device, cost-cutting, and design changes over maximum zoom performance..",camera,Subjective,photo and video quality,absa,N/A,,negative,0.9701,negative,0.9114,negative,0.8721,True,negative,0.9701,negative,0.9114,negative,0.8721
"One of the best presentations of the Galaxy S26 Ultra I’ve seen. Your channel is truly impressive and very interesting — I subscribed immediately! Thank you for sharing such a well-made and enjoyable video with us. I would sincerely like to ask your opinion: focusing purely on the camera (photography and video) and comparing it only with the iPhone, if 10 is the highest score, how would you rate the two phones? I would really appreciate your perspective. Thank you again!",camera,Subjective,photo and video quality,absa,N/A,,positive,0.967,positive,0.9336,positive,0.9859,True,positive,0.967,positive,0.9336,positive,0.9859
"The real issue is how, even with hardware that barely evolves, the Samsung Galaxy S26 Ultra still manages to outperform Chinese phones in several areas. I honestly want to go for a Chinese smartphone, but aside from the photo quality and the battery 🔋, I really don’t see much reason to pick one. Even in video they’re still behind, despite all that massive hardware, and I just can’t understand why 🤷🏻. Software and the best algorithms are also key factors that a lot of people tend to ignore.",camera,Subjective,photo and video quality,absa,N/A,,negative,0.5932,negative,0.6797,negative,0.597,True,negative,0.5932,negative,0.6797,negative,0.597
s26 ultra is scam is s24 s25 in new procesor oldest camera system on market and worst foto video flagship today - vivo oppo xiaomi iphone is more beten ....even motorola crush s26 ultra in dxomark -- this is not ultra proce is joke,camera,Subjective,photo and video quality,absa,N/A,,negative,0.9857,negative,0.9616,negative,0.9997,True,negative,0.9857,negative,0.9616,negative,0.9997
The best phone out right now. I love my black s26 ultra everything is silky smooth and the screen is just beautiful. Camera/videos look amazing.,camera,Subjective,photo and video quality,absa,N/A,,positive,0.9941,positive,0.9869,positive,0.9998,True,positive,0.9941,positive,0.9869,positive,0.9998
"Great work Jerry! Your teardown and deep analysis of the S25 Ultra vs S26 Ultra camera module is amazing. Huge respect for the effort and detail you put into your videos.""",camera,Subjective,photo and video quality,absa,N/A,,positive,0.9679,positive,0.9518,neutral,0.726,False,positive,0.9679,positive,0.9518,neutral,0.726
"​@evokaiyo On my second adventure, I've been testing the S26 Ultra in real life, I went through a store and give a test. Well, it seems that even this 8 bit emulating 10 bit it's not that bad how some people are complaining, at least in real life... With crop + 300x zoom, yeah, probably you will notice something. But I've tested S25U, S23U and S26U colors, texts and image, and everything is looking better with S26U. Samsung just messed up with all this ""fake natty"" 10 bit, but c'mon, in real life, at least for me, it doesn't matter, in the truth, this ""emulator"" of 10 bit is doing a great job, better than the others.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.4469,positive,0.5006,positive,0.4164,True,positive,0.4469,positive,0.5006,positive,0.4164
"@strangeclouds7 Many people buy the S26 Ultra not because of 8 bit vs 10 bit display, like me, as long as the screen looks good (like in this video), I am fine, because I care too much about the Camera Quality (Photo and Video) much more compared to screen 8 bit (with FRC) vs native 10 bit display.",camera,Subjective,photo and video quality,absa,N/A,,neutral,0.7621,neutral,0.7846,neutral,0.9872,True,neutral,0.7621,neutral,0.7846,neutral,0.9872
"@AshleyWilliams-xq7ljalmost every single one. If you saw pro photographers reviewing S26 Ultra I want to know who, because I already preordered it and traded in my 13 Pro Max, but if it that bad maybe I’ll return it before it’s too late. I saw a lot of reviews and usually photos from Samsung look bad, but on this video it looks more than good. Idk what to do. I don’t need a really good camera but every one is saying like this is almost the worst camera quality. Idk…",camera,Subjective,photo and video quality,absa,N/A,,positive,0.4955,positive,0.5203,positive,0.6821,True,positive,0.4955,positive,0.5203,positive,0.6821
What’s your vote on this. Whose video recording quality is better ? - I phone 17 Pro Max or S26 Ultra. Please let me know 🙏,camera,Subjective,photo and video quality,absa,N/A,,neutral,0.8175,neutral,0.9248,neutral,0.5188,True,neutral,0.8175,neutral,0.9248,neutral,0.5188
I just unboxed S26 ultra today. To my disappointment the main problem I found was fingerprint print sensor. I could add fingerprint in one go. Somehow I added fingerprint by moisting my finger. But after adding it my fingerprint didn't detect in one shot I had to press multiple times to unlock my phone.,camera,Subjective,photo and video quality,absa,N/A,,negative,0.8932,negative,0.7558,negative,0.7073,True,negative,0.8932,negative,0.7558,negative,0.7073
"​@josh_c7ls97or you know, dont use a phone like a proffessional grade camera, when its not ment to be one. If someone fills up 256, 512 or even 1tb of storage often with photos, then its time to buy a dedicated camera since the use and need is there. Afterall. Something like Sony ZV-1A will get you significent better quality photos and videos. For basiclly half the price of a s26 Ultra.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.8839,positive,0.7741,positive,0.7468,True,positive,0.8839,positive,0.7741,positive,0.7468
​@BeccaFarsace Now that I finished the video I find it great that you compared the Samsung to the Vivo and the Oppo your the first one who did it ( at least the first I watched )and these phones represent what the S26 ultra could have been and maybe should have anyways what phone you would recommend more for a person that likes to take photos the Oppo or the Vivo ?,camera,Subjective,photo and video quality,absa,N/A,,positive,0.7502,positive,0.726,neutral,0.6947,False,positive,0.7502,positive,0.726,neutral,0.6947
"My wife upgraded from the S22 Ultra to the S26 Ultra. The battery life is noticeably better, the phone feels much faster, and the selfie camera quality has improved a lot. I do wish Samsung had upgraded the 3× telephoto camera, but it is what it is. I've also heard rumors that Samsung may remove the 3× camera altogether and replace the 5× telephoto with a variable zoom lens. I hope those rumors are true. The hardware is begging for further development.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.5563,positive,0.5343,positive,0.481,True,positive,0.5563,positive,0.5343,positive,0.481
There another new feature in s26 ultra almost no body it talking about. It this the virtual reflector in camera. This is really helpful feature in taking pictures with bright light sources in background without making the subject completely dull. I have no actually complain for the phone in terms of camera except for the 3x lens. They should increase that to atleast 50mp like the other two lenses to make it consistent. 3x lens helps in good portrait and far shots acting as middle ground. Hope they improve it in future ultras,camera,Subjective,photo and video quality,absa,N/A,,positive,0.8428,positive,0.8105,negative,0.4955,False,positive,0.8428,positive,0.8105,negative,0.4955
"No, that claim is seriously exaggerated. The S26 Ultra’s main and zoom cameras are genuinely strong, especially in real world daylight and dynamic range performance. The ultrawide is improved as well, mainly thanks to the new ISP handling processing better. I’m not sure where that review came from, but in normal everyday use, cameras have gotten better.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.8302,positive,0.7618,positive,0.9905,True,positive,0.8302,positive,0.7618,positive,0.9905
"thank you for this, you just got a new subscriber. I've been looking for reviews of its camera before I buy this Samsung s26 ultra",camera,Subjective,photo and video quality,absa,N/A,,positive,0.8677,positive,0.7665,neutral,0.577,False,positive,0.8677,positive,0.7665,neutral,0.577
I love what Samsung did for Samsung S26 Ultra I did have Samsung S25 ultra but I'm loving the New Samsung S26 ultra. I video two helicopters and Camera is amazing,camera,Subjective,photo and video quality,absa,N/A,,positive,0.9824,positive,0.9742,positive,0.9998,True,positive,0.9824,positive,0.9742,positive,0.9998
"I saw some comments on Daniel' videos (from sam mobile tv) and at this point, people are just anger baiting. Because the S26 Ultra is good and theoretically better than the S25 Ultra *in some areas than others* , but overall the phone is good and well polished",camera,Subjective,photo and video quality,absa,N/A,,positive,0.439,positive,0.5495,positive,0.5592,True,positive,0.439,positive,0.5495,positive,0.5592
"First of all, I’d like to praise your work and the effort you put into delivering such a well-made and comprehensive video. It was a pleasure to watch and understand the details of the camera system on the Galaxy S26 Ultra. In the middle of the video I was already thinking, “Wow, it would be really interesting if he made a tutorial on how to better use each feature he’s showing…” and by the end you were already planning exactly that haha. Thank you and congratulations (from a new subscriber). Cheers!",camera,Subjective,photo and video quality,absa,N/A,,positive,0.986,positive,0.9667,positive,0.9465,True,positive,0.986,positive,0.9667,positive,0.9465
If the battery you wont then yes its no reason to change it but in other hand you got fat charging 60w and better ai and future that looks pretty cool in s26 ultra,charging,Subjective,charging,absa,N/A,,negative,0.8516,negative,0.7974,negative,0.5218,True,negative,0.8516,negative,0.7974,negative,0.5218
Here's my 6 fav things about the s26 ultra: 1. APV 2. dual path vapor chamber 3. Pro scaler 7 4. mDNIe (which is big upgrade from the past 5 generation ultras) 5. True 60 watt sustained super fast charging that doesn't drop off like other brands from getting hot 6. 24mp mode (qi dusion thingy is pretty cool ngl),charging,Subjective,charging,absa,N/A,,positive,0.9872,positive,0.9702,positive,0.997,True,positive,0.9872,positive,0.9702,positive,0.997
"I'm using S24 Ultra and yes S26 Ultra look like S26+ to me . I won't buy and Samsung Ultra in the future if Samsung keep doing the grounded corner or atleast bring back my loving Galaxy Note so I can have a choice. You'll see how different when the screen just grounded a little bit . I'll use the S24 Ultra when it die and then I'll to Red Magic , atleast Red Magic have everything I need specially mirco SD card . By the way I'm using Samsung from Galaxy S 3G 2012 😊",design,Subjective,phone design,absa,N/A,,neutral,0.5105,neutral,0.4794,negative,0.9251,False,neutral,0.5105,neutral,0.4794,negative,0.9251
I think the video on the s26 ultra looks better you look more washed out on the s25,design,Subjective,phone design,absa,N/A,,positive,0.7333,positive,0.8629,positive,0.7788,True,positive,0.7333,positive,0.8629,positive,0.7788
"Bro but in terms of look, i think it's the best flagship.... I mean look at iphone 17 pm how ugly it is, s25 ultra was too ugly but i love s26 ultra in terms of look and even pixel is too good looking 😊",design,Subjective,phone design,absa,N/A,,negative,0.8208,negative,0.5131,positive,0.9692,False,negative,0.8208,negative,0.5131,positive,0.9692
S26 ultra frame also downgrade. Samsung switched to Cheap Aluminium. Grade 5 Titanium 1kg above 60usd. But Aluminium 1 kg only 3usd. Aluminium frame durability is very low same as iPhone 17 pro max. If we put a case long time use Aluminium frame damage. And other thing last two years Samsung promote Titanium. Last two years they said lie or now saying lie? Titanium frame is more premium and durable.,design,Subjective,phone design,absa,N/A,,negative,0.966,negative,0.9085,negative,0.922,True,negative,0.966,negative,0.9085,negative,0.922
"The problem is they are charging more for a lower quality display than just about every other competitor, including their own products from the last 3 years. My S23 ultra has a better display than this phone and if I put a privacy screen on it I basically have the same phone as the s26 ultra but I keep my bluetooth pen features.",display,Subjective,display and user interface,absa,N/A,,neutral,0.6874,neutral,0.6614,neutral,0.5041,True,neutral,0.6874,neutral,0.6614,neutral,0.5041
"Every time Samsung drops a new screen tech on the Galaxy phones, a bunch of haters show up trying to invent problems that just aren’t there. Just to name two recent examples, it happened with the S24 Ultra and now with the S26 Ultra. These people beg for change, and when change actually comes (even when it’s an upgrade) they complain anyway. Give it a little time and no one will even remember this nonsense anymore.",display,Subjective,display and user interface,absa,N/A,,negative,0.5721,negative,0.6968,neutral,0.7893,False,negative,0.5721,negative,0.6968,neutral,0.7893
Great content. I don't think it's so much of people won't tell the difference. When people hear it comes with a 10bit display as Samsung advertised. People feel betrayed. It would be like if Samsung advertised the s26 ultra will have built-in magnets and then come to find out it doesn't Oops. But you can still use the case that has a magnetic on the back. But people pre ordered the phone base on the magnets being inside. Same as with the 10 bit.,display,Subjective,display and user interface,absa,N/A,,negative,0.651,negative,0.6081,neutral,0.4199,False,negative,0.651,negative,0.6081,neutral,0.4199
"The s25 ultra has a better display than the s26 ultra, people don't seem to realise yet..",display,Subjective,display and user interface,absa,N/A,,neutral,0.5824,neutral,0.5844,neutral,0.9866,True,neutral,0.5824,neutral,0.5844,neutral,0.9866
I got my s26 ultra last Friday. Used it for 2 days but the display is terrible even with the privacy display disabled it looks like a 720p panel. Already returned the phone back and went back to my my old s24 ultra.,display,Subjective,display and user interface,absa,N/A,,negative,0.9744,negative,0.9216,negative,0.8862,True,negative,0.9744,negative,0.9216,negative,0.8862
I had the S23 Ultra previously and the screen was actually better than the S26 Ultra. Privacy display is too much of a trade off the way it sits right now.,display,Subjective,display and user interface,absa,N/A,,neutral,0.6687,neutral,0.7038,negative,0.5165,False,neutral,0.6687,neutral,0.7038,negative,0.5165
The S26 ultra screen is terrible. Especially for those who won't be using the privacy display feature which makes the screen look even worse. Terrible purchase. Wish I bought the S25 Ultra. This phone sucks.,display,Subjective,display and user interface,absa,N/A,,negative,0.9951,negative,0.9871,negative,0.6291,True,negative,0.9951,negative,0.9871,negative,0.6291
"​@adamgreenhill110firstly, even the overall brightness is lowered, and you only get the full resolution of the screen when privacy mode is on. Secondly, sure it's not worth it to upgrade by one generation, but tell me besides compatibility why you would upgrade to the s26 ultra instead of the s25 ultra? barely has more to offer.",display,Subjective,display and user interface,absa,N/A,,negative,0.7083,negative,0.7528,negative,0.8635,True,negative,0.7083,negative,0.7528,negative,0.8635
I'm watching your video on the s26 ultra I can say that the OnePlus 12 is brighter and probably about the same resolution well at least to the naked eye but I am so upset with Samsung that they didn't make a better screen than one plus that's just insane to me that my 3-year-old OnePlus has a better screen,display,Subjective,display and user interface,absa,N/A,,positive,0.5125,positive,0.5499,neutral,0.596,False,positive,0.5125,positive,0.5499,neutral,0.596
"The s26 ultra is still in preorder…so it should get better. Apple needs to add split screen, they can obviously handle it",display,Subjective,display and user interface,absa,N/A,,neutral,0.4798,neutral,0.6204,neutral,0.9181,True,neutral,0.4798,neutral,0.6204,neutral,0.9181
"Enjoying my S26 Ultra. The only issue is the ugly squeaking sound from the S Pen button spring. I hate it. Everything else is just perfect, including the display.",display,Subjective,display and user interface,absa,N/A,,positive,0.989,positive,0.9766,positive,0.8948,True,positive,0.989,positive,0.9766,positive,0.8948
"Privacy screen on,and the resolution immediately becomes bad🤔,and the front notch is bigger on s26 ultra !!",display,Subjective,display and user interface,absa,N/A,,negative,0.8995,negative,0.7907,negative,0.956,True,negative,0.8995,negative,0.7907,negative,0.956
"Hi, maybe I'm wrong, but it seems like the Samsung S26 Ultra has improved the TrueBlack Glossy screen on mobile with 10-bit!",display,Subjective,display and user interface,absa,N/A,,neutral,0.8829,neutral,0.8643,positive,0.5691,False,neutral,0.8829,neutral,0.8643,positive,0.5691
So all you need is a $5 privacy screen protector to upgrade the S25 Ultra to a S26 Ultra? Got it! 👍🏻,display,Subjective,display and user interface,absa,N/A,,neutral,0.5624,neutral,0.5759,positive,0.5888,False,neutral,0.5624,neutral,0.5759,positive,0.5888
If you want the best possible display you will never want privacy display... I've seen it yesterday in Samsung store and it's visibly worst :/ S26+ and S26 is crystal clear and S26 Ultra is visibly more blurry :/,display,Subjective,display and user interface,absa,N/A,,negative,0.8728,negative,0.7627,negative,0.9551,True,negative,0.8728,negative,0.7627,negative,0.9551
I think the only real knock to s26 ultra display is when privacy display is on it does look slightly worse cuz half the pixels are turned off but that's a totally fair trade off in my book. If I'm doing something that I want hidden I don't mind a lower resolution for it lol. Looked equal in normal mode,display,Subjective,display and user interface,absa,N/A,,neutral,0.4843,neutral,0.6115,neutral,0.6365,True,neutral,0.4843,neutral,0.6115,neutral,0.6365
lol whoever had the s25 ultra and bought the s26 ultra congratulations for buying the same phone twice with even worse performance 😂,performance,Subjective,performance and speed,absa,N/A,,negative,0.939,negative,0.8259,neutral,0.5496,False,negative,0.939,negative,0.8259,neutral,0.5496
This is not about multitasking performance. S26 ultra chip has some mechanism that will limiting the power hungry consumption so the phone will not overheating.,performance,Subjective,performance and speed,absa,N/A,,neutral,0.5356,neutral,0.6133,positive,0.9822,False,neutral,0.5356,neutral,0.6133,positive,0.9822
"that just looks like a budget 100$ phone and its almost all AI almost no real improvments, at that point i think the s25 ultra is more worth it than the s26 ultra",price,Subjective,price and value,absa,N/A,,neutral,0.4807,neutral,0.5079,positive,0.8147,False,neutral,0.4807,neutral,0.5079,positive,0.8147
"Samsung’s after-sales support in Canada has been terrible lately. 😡 With the Samsung Galaxy S26 Ultra, the excitement is gone — honestly, there haven’t been any real upgrades since the Samsung Galaxy S22. To make matters worse, Samsung downgraded my trade-in value for no reason and refused to acknowledge a hardware issue with my Samsung Galaxy S25 Ultra even though it was under warranty. I’ve used Galaxy phones since 2016 and never had this happen before. Switched to the OPPO Find X9 Pro now — wow, what a stunning experience! 🔥📱 Don't waste money on the new S26, either but an old s24 or move to better phones",price,Subjective,price and value,absa,N/A,,negative,0.4906,negative,0.641,negative,0.5901,True,negative,0.4906,negative,0.641,negative,0.5901
I'm glad I got my S25 Ultra at a great price before they start selling out for good. I don't know what the build quality is like on the S26 but I like the strong feel of my current phone. It might be a tad heavier but it's strong. The S26 Ultra should be cheaper to reflect the frame that obviously doesn't cost as much. Titanium frames just make sense on the most expensive model and really started to set them apart from other brands. It doesn't get hot either so the cooling isn't an issue with titanium.,price,Subjective,price and value,absa,N/A,,positive,0.7548,positive,0.6773,positive,0.9258,True,positive,0.7548,positive,0.6773,positive,0.9258
"@superamario64 because it is not good to see a successor device with downgrades and unreasonable downgrades and just copying Apple for no reason, just to follow on what's trend. There's no other brand doing downgrades on flagship phones but Samsung only. New features with downgrades are definitely the trade-offs mean to say by MKBHD. His review on S24 Ultra, S25 Ultra and S26 Ultra was understandable, from positive review on S24, to disappointing review on S25 and the summary review on S26 by considering the price Ultra than the phone itself. Successor and downgrades are the factor on how you justify it on the expensive price tag.",price,Subjective,price and value,absa,N/A,,negative,0.9182,negative,0.8355,negative,0.9672,True,negative,0.9182,negative,0.8355,negative,0.9672
From S23FE to S26 ultra because in my country no S24 ultra is on sale anymore and there is not much price difference between it and S25 consider if I trade in the my phone for the S26 ultra It is cheaper than the S25 ultra. Is this a good deal considering I have never used an ultra before ?,price,Subjective,price and value,absa,N/A,,neutral,0.885,neutral,0.869,neutral,0.9468,True,neutral,0.885,neutral,0.869,neutral,0.9468
"​@TechTalkTV thanks for your response been watching your videos for many years. So in regards to mobile, I have checked the trade in Germany, they are only offering a max of 750 euro for my 523 GB variant for my s25U where a new s26 Ultra is around 1500 euro which I think is not worth it. So I might buy it from Pakistan and see if I get a better deal there. What do you think, I only care about performance, display, AI features and slightly camera",price,Subjective,price and value,absa,N/A,,positive,0.3903,neutral,0.4308,positive,0.4683,False,positive,0.3903,neutral,0.4308,positive,0.4683
I didn't need a new phone until I found out Samsung stopped supporting my Note 20. I ended up trading in my Note 20 for a $900 credit towards my order of the S26 Ultra. I hope the jump is worth it! I should be getting it at the end of the month!,price,Subjective,price and value,absa,N/A,,positive,0.6114,positive,0.5628,neutral,0.6001,False,positive,0.6114,positive,0.5628,neutral,0.6001
"My S25 ultra was absolutely fine until the S26 ultra was announced. After the latest few updates i noticed noticible battery drop on my S25 Ultra. I am 100% convincend that Samsung once again did this purposly as it was doing it in the past. Such a Shame for the Brand would not upgrade by no means! Also, if the S27 ultra doesnt bring anything on the table going full on Apple and screw Android in general! Coming from a true Android guy...",software,Subjective,software,absa,N/A,,negative,0.9022,negative,0.8573,negative,0.9127,True,negative,0.9022,negative,0.8573,negative,0.9127
"The new Samsung Galaxy S26 series is Excellent!!! ✨💙 New refreshing premium design, Next level performance with Snapdragon 8 elite gen 5 made specially for Galaxy, Awsome all day battery backup, Amazing cameras with useful AI features for next level photography and video, And many more excellent impressive super useful AI features with new One UI 8.5 , Samsung's Bixby is finally back!, yeah! Samsung introduced The world's first ever privacy dispay on S26 Ultra. I think this is the most interesting and coolest feature more than others... So all though over all Samsung S26 series is jus WONDERFUL!!! I thought I'll buy a S26 at least! And soooo excited to use all of these features ✨🔥❤... Thank You! :)",software,Subjective,software,absa,N/A,,positive,0.9915,positive,0.9834,positive,0.9998,True,positive,0.9915,positive,0.9834,positive,0.9998
"​@AnujGakhar007I hope they can fix that with a software update. If not, panels could be bad. I will keep my s25 ultra. If s26 ultra oled screen looks worse than s25, I will return it.",software,Subjective,software,absa,N/A,,negative,0.8612,negative,0.7954,negative,0.7841,True,negative,0.8612,negative,0.7954,negative,0.7841
"Privacy display and horìzontal lock is the only cool features of this , rather than that its just as same as s25 and s24 ultra , i would prefer s24 ultra over s26 ultra , with the software update",software,Subjective,software,absa,N/A,,neutral,0.7982,neutral,0.7601,positive,0.9824,False,neutral,0.7982,neutral,0.7601,positive,0.9824
Mobile phone’s companies are pure evil. ex: when s25 ultra first came out it was giving the sot nearly very close to s26 ultra sot. After giving several software feature update they also messed up with the battery optimisation which can be intentional or unintentional which leads user to buy new phone every year. I don’t know man I am sure of it this s26 ultra will perform worst after 1 year after several os update.,software,Subjective,software,absa,N/A,,negative,0.9308,negative,0.9405,negative,0.9843,True,negative,0.9308,negative,0.9405,negative,0.9843
"Bhai yaar ab sabhi ke sabhi log bas kardo pelase T-T . mai yaha apne s25 ultra se s26 ultra pe jaana chahta hu and sabhi ke sabhi yaha usko girane pe tule hai , like mujhe fark nahi padta agr wo 4.1 ufs nahi hai to , idc if its seriously 10bit or 8bit , its still the best for me compared to my parents 17 pro max T-T , i jus dont like the IOS UI and its AI , like arghhhhhh pleaseee bakssshhh doooo",software,Subjective,software,absa,N/A,,positive,0.4709,neutral,0.5701,negative,0.8087,False,positive,0.4709,neutral,0.5701,negative,0.8087
My new phone. I love my S26 Ultra. I have the 1TB/ 16GB of RAM model in Cobalt Violet. Surprised by it's insane performance.,storage,Subjective,storage capacity,absa,N/A,,positive,0.8726,positive,0.8653,positive,0.9971,True,positive,0.8726,positive,0.8653,positive,0.9971
"​@TechTalkTV , thanks for this latest video about the S26 ultra. may i know what model did you use, is it the 16gbram/1tb model or 12gbram/512GB model? i was planning to get the 16gbram/1tb model, but since its kinda high on the budget, maybe i'll stick to the 12gbram/512gb model..🥺 lucky to get by the end of march, it's a big upgrade from my galaxy note 8 phone. thanks..",storage,Subjective,storage capacity,absa,N/A,,positive,0.6553,positive,0.6028,neutral,0.9699,False,positive,0.6553,positive,0.6028,neutral,0.9699
My old phone was Galaxy S24 ultra and now I upgraded to S26 ultra and i can see the difference already especially the camera and the screen. I love the privacy screen I dont have to put screen protector on it. Speaker is also good. For me I think it is a big upgrade from S24 ultra to S26 Ultra I usually upgrade every 2 years. I regret i got the 512gb i should have gotten 1Tb coz this phone camera is good!!,storage,Subjective,storage capacity,absa,N/A,,positive,0.8344,positive,0.8574,neutral,0.8396,False,positive,0.8344,positive,0.8574,neutral,0.8396
Pixel 10 user here. 2 days of battery life. Everything quick. No gaming. Love that phone. Had iPhones. Came from galaxy. Hope the quality is better. Overall my best phone so far.,battery,Subjective,battery life,absa,N/A,,positive,0.9218,positive,0.8961,positive,0.9998,True,positive,0.9218,positive,0.8961,positive,0.9998
"That’s the thing, everyone has a different experience due to poor QC from Google, the next 3 people with a pixel 10 Pro, probably has their phone dead by 5 pm, the next has good battery life. Either have consistency or lose the trust of customers, like myself.",battery,Subjective,battery life,absa,N/A,,negative,0.6813,negative,0.6724,neutral,0.6551,False,negative,0.6813,negative,0.6724,neutral,0.6551
@TechOdyssey hey how you doing Question is the Google Pixel 10 battery swappable to Google 9 bc this battery is horrible I've been using this phone since last year October the first 3-4 months Was Good battery But Now the phone drains Fast battery drains even when im not using it.,battery,Subjective,battery life,absa,N/A,,negative,0.9187,negative,0.845,negative,0.9937,True,negative,0.9187,negative,0.845,negative,0.9937
"Good to know...I preordered Pixel 10 pro and was disappointed by the battery life. Went and bought an iphone 17 but haven't set it up yet, been like 10 days lol. Been on Android since iphone 6 and nervous to switch. It is reassuring to hear your experience with iPhone has been better battery life. Other than the battery, how has your overall experience been?",battery,Subjective,battery life,absa,N/A,,positive,0.9671,positive,0.9417,positive,0.5905,True,positive,0.9671,positive,0.9417,positive,0.5905
I'm quite happy with my Pixel 10. Performance is enough for what I do and I get a day and a half easily of battery life. I guess charging speed could be a bit faster but other than that it's a great upgrade from my 6 year old phone.,battery,Subjective,battery life,absa,N/A,,positive,0.9535,positive,0.9347,positive,0.9989,True,positive,0.9535,positive,0.9347,positive,0.9989
"I've had my Pixel 10 for like 3 weeks now and I love it lol. Display is great, battery life is really good, cameras amazing as always, and Pixel still has some of the best haptics on any phone. Definitely my favorite phone I've used in a long time",battery,Subjective,battery life,absa,N/A,,positive,0.9929,positive,0.983,positive,0.9995,True,positive,0.9929,positive,0.983,positive,0.9995
